speaker_idx,audio_idx,sr,n_samples
28,arr_22282,22050,99395
28,arr_22283,22050,62171
28,arr_22284,22050,45221
28,arr_22285,22050,92484
28,arr_22286,22050,58372
28,arr_22287,22050,59633
28,arr_22288,22050,87922
28,arr_22289,22050,61855
28,arr_22290,22050,201879
28,arr_22291,22050,94163
28,arr_22292,22050,50695
28,arr_22293,22050,59633
28,arr_22294,22050,59010
28,arr_22295,22050,69547
28,arr_22296,22050,87756
28,arr_22297,22050,54576
28,arr_22298,22050,48050
28,arr_22299,22050,62792
28,arr_22300,22050,77877
28,arr_22301,22050,46133
28,arr_22302,22050,51521
28,arr_22303,22050,51437
28,arr_22304,22050,58109
28,arr_22305,22050,53843
28,arr_22306,22050,61151
28,arr_22307,22050,50495
28,arr_22308,22050,105542
28,arr_22309,22050,71553
28,arr_22310,22050,54437
28,arr_22311,22050,90424
28,arr_22312,22050,98364
28,arr_22313,22050,91405
28,arr_22314,22050,54113
28,arr_22315,22050,166429
28,arr_22316,22050,100164
28,arr_22317,22050,95114
28,arr_22318,22050,50980
28,arr_22319,22050,54576
28,arr_22320,22050,49334
28,arr_22321,22050,97020
28,arr_22322,22050,110849
28,arr_22323,22050,98364
28,arr_22324,22050,74845
28,arr_22325,22050,153566
28,arr_22326,22050,74750
28,arr_22327,22050,101643
28,arr_22328,22050,114040
28,arr_22329,22050,88931
28,arr_22330,22050,68909
28,arr_22331,22050,86614
28,arr_22332,22050,69793
28,arr_22333,22050,61094
28,arr_22334,22050,44253
28,arr_22335,22050,64023
28,arr_22336,22050,131998
28,arr_22337,22050,97020
28,arr_22338,22050,77208
28,arr_22339,22050,56553
28,arr_22340,22050,75183
28,arr_22341,22050,105948
28,arr_22342,22050,64838
28,arr_22343,22050,71616
28,arr_22344,22050,55052
28,arr_22345,22050,55672
28,arr_22346,22050,69239
28,arr_22347,22050,106291
28,arr_22348,22050,98372
28,arr_22349,22050,69387
28,arr_22350,22050,104512
28,arr_22351,22050,54943
28,arr_22352,22050,74938
28,arr_22353,22050,75230
28,arr_22354,22050,58827
28,arr_22355,22050,90352
28,arr_22356,22050,55506
28,arr_22357,22050,59327
28,arr_22358,22050,51135
28,arr_22359,22050,74938
28,arr_22360,22050,69780
28,arr_22361,22050,105106
28,arr_22362,22050,62202
28,arr_22363,22050,80071
28,arr_22364,22050,54560
28,arr_22365,22050,65268
28,arr_22366,22050,61564
28,arr_22367,22050,49941
28,arr_22368,22050,65549
28,arr_22369,22050,118027
28,arr_22370,22050,87124
28,arr_22371,22050,80285
28,arr_22372,22050,104504
28,arr_22373,22050,90421
28,arr_22374,22050,94627
28,arr_22375,22050,48328
28,arr_22376,22050,79099
28,arr_22377,22050,86614
28,arr_22378,22050,104512
28,arr_22379,22050,90375
28,arr_22380,22050,153566
28,arr_22381,22050,42390
28,arr_22382,22050,59812
28,arr_22383,22050,103169
28,arr_22384,22050,102585
28,arr_22385,22050,117993
28,arr_22386,22050,64943
28,arr_22387,22050,66888
28,arr_22388,22050,50087
28,arr_22389,22050,88931
28,arr_22390,22050,76890
28,arr_22391,22050,49734
28,arr_22392,22050,48994
28,arr_22393,22050,53245
28,arr_22394,22050,68956
28,arr_22395,22050,50841
28,arr_22396,22050,97577
28,arr_22397,22050,91293
28,arr_22398,22050,80375
28,arr_22399,22050,68609
28,arr_22400,22050,65268
28,arr_22401,22050,94129
28,arr_22402,22050,80055
28,arr_22403,22050,72515
28,arr_22404,22050,80869
28,arr_22405,22050,78179
28,arr_22406,22050,87797
28,arr_22407,22050,61176
28,arr_22408,22050,72665
28,arr_22409,22050,108361
28,arr_22410,22050,97901
28,arr_22411,22050,40782
28,arr_22412,22050,44813
28,arr_22413,22050,53450
28,arr_22414,22050,59650
28,arr_22415,22050,50495
28,arr_22416,22050,91630
28,arr_22417,22050,59565
28,arr_22418,22050,53628
28,arr_22419,22050,83865
28,arr_22420,22050,59342
28,arr_22421,22050,78165
28,arr_22422,22050,48086
28,arr_22423,22050,48267
28,arr_22424,22050,81856
28,arr_22425,22050,57414
28,arr_22426,22050,47092
28,arr_22427,22050,98828
28,arr_22428,22050,62792
28,arr_22429,22050,60655
28,arr_22430,22050,50868
28,arr_22431,22050,51645
28,arr_22432,22050,69708
28,arr_22433,22050,55486
28,arr_22434,22050,172017
28,arr_22435,22050,57346
28,arr_22436,22050,93255
28,arr_22437,22050,83811
28,arr_22438,22050,60171
28,arr_22439,22050,75647
28,arr_22440,22050,80055
28,arr_22441,22050,42890
28,arr_22442,22050,80071
28,arr_22443,22050,61564
28,arr_22444,22050,91838
28,arr_22445,22050,98372
28,arr_22446,22050,87124
28,arr_22447,22050,61334
28,arr_22448,22050,51437
28,arr_22449,22050,54560
28,arr_22450,22050,57247
28,arr_22451,22050,66888
28,arr_22452,22050,104875
28,arr_22453,22050,44813
28,arr_22454,22050,94195
28,arr_22455,22050,68259
28,arr_22456,22050,73248
28,arr_22457,22050,53525
28,arr_22458,22050,69239
28,arr_22459,22050,87154
28,arr_22460,22050,65402
28,arr_22461,22050,50882
28,arr_22462,22050,58417
28,arr_22463,22050,66886
28,arr_22464,22050,46154
28,arr_22465,22050,51611
28,arr_22466,22050,57375
28,arr_22467,22050,99509
28,arr_22468,22050,101643
28,arr_22469,22050,128900
28,arr_22470,22050,75501
28,arr_22471,22050,78100
28,arr_22472,22050,49068
28,arr_22473,22050,90886
28,arr_22474,22050,85624
28,arr_22475,22050,139271
28,arr_22476,22050,65549
28,arr_22477,22050,55052
28,arr_22478,22050,60520
28,arr_22479,22050,43376
28,arr_22480,22050,80869
28,arr_22481,22050,62175
28,arr_22482,22050,118027
28,arr_22483,22050,66502
28,arr_22484,22050,57414
28,arr_22485,22050,48846
28,arr_22486,22050,95963
28,arr_22487,22050,77967
28,arr_22488,22050,44253
28,arr_22489,22050,74051
28,arr_22490,22050,92639
28,arr_22491,22050,48267
28,arr_22492,22050,54636
28,arr_22493,22050,70567
28,arr_22494,22050,79335
28,arr_22495,22050,78007
28,arr_22496,22050,60963
28,arr_22497,22050,62202
28,arr_22498,22050,91838
28,arr_22499,22050,55011
28,arr_22500,22050,85530
28,arr_22501,22050,56947
28,arr_22502,22050,59106
28,arr_22503,22050,59694
28,arr_22504,22050,68188
28,arr_22505,22050,59650
28,arr_22506,22050,112189
28,arr_22507,22050,77648
28,arr_22508,22050,76008
28,arr_22509,22050,66620
28,arr_22510,22050,128219
28,arr_22511,22050,69625
28,arr_22512,22050,107285
28,arr_22513,22050,103169
28,arr_22514,22050,108361
28,arr_22515,22050,95080
28,arr_22516,22050,59928
28,arr_22517,22050,60520
28,arr_22518,22050,58827
28,arr_22519,22050,87756
28,arr_22520,22050,52705
28,arr_22521,22050,94163
28,arr_22522,22050,86014
28,arr_22523,22050,77767
28,arr_22524,22050,45647
28,arr_22525,22050,57780
28,arr_22526,22050,65862
28,arr_22527,22050,106276
28,arr_22528,22050,58739
28,arr_22529,22050,58854
28,arr_22530,22050,46154
28,arr_22531,22050,282396
28,arr_22532,22050,59342
28,arr_22533,22050,75647
28,arr_22534,22050,42613
28,arr_22535,22050,69780
28,arr_22536,22050,66886
28,arr_22537,22050,44261
28,arr_22538,22050,82421
28,arr_22539,22050,69513
28,arr_22540,22050,54491
28,arr_22541,22050,68768
28,arr_22542,22050,84040
28,arr_22543,22050,57043
28,arr_22544,22050,50793
28,arr_22545,22050,61314
28,arr_22546,22050,74331
28,arr_22547,22050,70567
28,arr_22548,22050,60323
28,arr_22549,22050,43359
28,arr_22550,22050,87878
28,arr_22551,22050,63806
28,arr_22552,22050,58417
28,arr_22553,22050,43294
28,arr_22554,22050,80008
28,arr_22555,22050,61729
28,arr_22556,22050,81362
28,arr_22557,22050,94700
28,arr_22558,22050,87922
28,arr_22559,22050,81961
28,arr_22560,22050,90424
28,arr_22561,22050,76373
28,arr_22562,22050,98722
28,arr_22563,22050,72273
28,arr_22564,22050,61283
28,arr_22565,22050,63589
28,arr_22566,22050,96598
28,arr_22567,22050,53245
28,arr_22568,22050,83994
28,arr_22569,22050,55011
28,arr_22570,22050,98782
28,arr_22571,22050,94129
28,arr_22572,22050,79099
28,arr_22573,22050,62962
28,arr_22574,22050,78824
28,arr_22575,22050,61165
28,arr_22576,22050,73623
28,arr_22577,22050,154582
28,arr_22578,22050,80999
28,arr_22579,22050,99790
28,arr_22580,22050,44808
28,arr_22581,22050,111092
28,arr_22582,22050,59010
28,arr_22583,22050,50024
28,arr_22584,22050,77208
28,arr_22585,22050,54310
28,arr_22586,22050,69793
28,arr_22587,22050,47111
28,arr_22588,22050,52129
28,arr_22589,22050,95114
28,arr_22590,22050,68909
28,arr_22591,22050,78007
28,arr_22592,22050,104504
28,arr_22593,22050,49660
28,arr_22594,22050,123033
28,arr_22595,22050,43141
28,arr_22596,22050,64319
28,arr_22597,22050,90352
28,arr_22598,22050,91630
28,arr_22599,22050,68862
28,arr_22600,22050,93255
28,arr_22601,22050,62284
28,arr_22602,22050,55506
28,arr_22603,22050,44261
28,arr_22604,22050,78824
28,arr_22605,22050,59327
28,arr_22606,22050,86609
28,arr_22607,22050,96958
28,arr_22608,22050,80672
28,arr_22609,22050,43351
28,arr_22610,22050,60171
28,arr_22611,22050,95963
28,arr_22612,22050,105886
28,arr_22613,22050,66682
28,arr_22614,22050,69010
28,arr_22615,22050,105948
28,arr_22616,22050,71553
28,arr_22617,22050,51733
28,arr_22618,22050,120370
28,arr_22619,22050,61862
28,arr_22620,22050,94700
28,arr_22621,22050,72557
28,arr_22622,22050,101256
28,arr_22623,22050,45221
28,arr_22624,22050,74845
28,arr_22625,22050,56926
28,arr_22626,22050,83811
28,arr_22627,22050,100182
28,arr_22628,22050,110849
28,arr_22629,22050,86908
28,arr_22630,22050,94195
28,arr_22631,22050,61334
28,arr_22632,22050,90680
28,arr_22633,22050,69625
28,arr_22634,22050,68188
28,arr_22635,22050,45647
28,arr_22636,22050,77648
28,arr_22637,22050,50901
28,arr_22638,22050,50998
28,arr_22639,22050,68732
28,arr_22640,22050,91128
28,arr_22641,22050,60963
28,arr_22642,22050,76613
28,arr_22643,22050,91363
28,arr_22644,22050,60655
28,arr_22645,22050,93408
28,arr_22646,22050,92639
28,arr_22647,22050,52293
28,arr_22648,22050,59798
28,arr_22649,22050,67356
28,arr_22650,22050,55343
28,arr_22651,22050,98782
28,arr_22652,22050,56523
28,arr_22653,22050,89735
28,arr_22654,22050,92305
28,arr_22655,22050,57043
28,arr_22656,22050,73623
28,arr_22657,22050,54728
28,arr_22658,22050,76029
28,arr_22659,22050,73484
28,arr_22660,22050,72273
28,arr_22661,22050,94136
28,arr_22662,22050,62567
28,arr_22663,22050,54684
29,arr_22664,22050,138156
29,arr_22665,22050,64753
29,arr_22666,22050,74780
29,arr_22667,22050,126188
29,arr_22668,22050,50333
29,arr_22669,22050,105527
29,arr_22670,22050,103412
29,arr_22671,22050,106442
29,arr_22672,22050,129650
29,arr_22673,22050,72828
29,arr_22674,22050,66185
29,arr_22675,22050,73958
29,arr_22676,22050,107222
29,arr_22677,22050,76837
29,arr_22678,22050,72635
29,arr_22679,22050,95548
29,arr_22680,22050,93594
29,arr_22681,22050,53087
29,arr_22682,22050,82732
29,arr_22683,22050,62330
29,arr_22684,22050,58239
29,arr_22685,22050,98849
29,arr_22686,22050,82037
29,arr_22687,22050,77626
29,arr_22688,22050,76578
29,arr_22689,22050,73819
29,arr_22690,22050,71667
29,arr_22691,22050,76016
29,arr_22692,22050,64702
29,arr_22693,22050,121231
29,arr_22694,22050,114168
29,arr_22695,22050,97142
29,arr_22696,22050,72483
29,arr_22697,22050,67017
29,arr_22698,22050,81860
29,arr_22699,22050,95394
29,arr_22700,22050,64943
29,arr_22701,22050,109780
29,arr_22702,22050,69032
29,arr_22703,22050,99880
29,arr_22704,22050,71960
29,arr_22705,22050,62102
29,arr_22706,22050,81860
29,arr_22707,22050,109001
29,arr_22708,22050,82188
29,arr_22709,22050,138156
29,arr_22710,22050,118463
29,arr_22711,22050,78665
29,arr_22712,22050,82241
29,arr_22713,22050,78806
29,arr_22714,22050,104730
29,arr_22715,22050,107578
29,arr_22716,22050,81146
29,arr_22717,22050,82732
29,arr_22718,22050,57231
29,arr_22719,22050,71720
29,arr_22720,22050,90442
29,arr_22721,22050,74922
29,arr_22722,22050,55979
29,arr_22723,22050,67298
29,arr_22724,22050,93464
29,arr_22725,22050,75549
29,arr_22726,22050,169439
29,arr_22727,22050,112348
29,arr_22728,22050,57012
29,arr_22729,22050,121231
29,arr_22730,22050,65722
29,arr_22731,22050,151525
29,arr_22732,22050,102724
29,arr_22733,22050,50333
29,arr_22734,22050,126360
29,arr_22735,22050,78806
29,arr_22736,22050,98277
29,arr_22737,22050,125911
29,arr_22738,22050,141407
29,arr_22739,22050,73401
29,arr_22740,22050,96239
29,arr_22741,22050,135053
29,arr_22742,22050,99953
29,arr_22743,22050,94349
29,arr_22744,22050,68827
29,arr_22745,22050,105207
29,arr_22746,22050,107812
29,arr_22747,22050,71734
29,arr_22748,22050,61862
29,arr_22749,22050,66724
29,arr_22750,22050,273860
29,arr_22751,22050,61849
29,arr_22752,22050,78563
29,arr_22753,22050,73830
29,arr_22754,22050,103275
29,arr_22755,22050,122020
29,arr_22756,22050,64239
29,arr_22757,22050,70048
29,arr_22758,22050,74195
29,arr_22759,22050,82037
29,arr_22760,22050,76875
29,arr_22761,22050,86227
29,arr_22762,22050,79118
29,arr_22763,22050,79792
29,arr_22764,22050,92746
29,arr_22765,22050,71720
29,arr_22766,22050,113917
29,arr_22767,22050,81718
29,arr_22768,22050,103656
29,arr_22769,22050,118232
29,arr_22770,22050,60453
29,arr_22771,22050,84516
29,arr_22772,22050,64753
29,arr_22773,22050,122020
29,arr_22774,22050,103653
29,arr_22775,22050,86495
29,arr_22776,22050,94727
29,arr_22777,22050,106055
29,arr_22778,22050,90442
29,arr_22779,22050,47270
29,arr_22780,22050,109680
29,arr_22781,22050,82717
29,arr_22782,22050,90776
29,arr_22783,22050,94827
29,arr_22784,22050,81863
29,arr_22785,22050,110838
29,arr_22786,22050,65353
29,arr_22787,22050,77219
29,arr_22788,22050,72782
29,arr_22789,22050,87038
29,arr_22790,22050,56943
29,arr_22791,22050,107914
29,arr_22792,22050,119064
29,arr_22793,22050,90776
29,arr_22794,22050,94850
29,arr_22795,22050,93193
29,arr_22796,22050,108812
29,arr_22797,22050,64027
29,arr_22798,22050,94843
29,arr_22799,22050,77626
29,arr_22800,22050,99953
29,arr_22801,22050,58891
29,arr_22802,22050,93831
29,arr_22803,22050,74215
29,arr_22804,22050,107893
29,arr_22805,22050,91721
29,arr_22806,22050,88291
29,arr_22807,22050,151525
29,arr_22808,22050,102254
29,arr_22809,22050,170163
29,arr_22810,22050,55273
29,arr_22811,22050,71084
29,arr_22812,22050,63557
29,arr_22813,22050,76653
29,arr_22814,22050,76875
29,arr_22815,22050,110595
29,arr_22816,22050,105911
29,arr_22817,22050,69646
29,arr_22818,22050,106442
29,arr_22819,22050,103275
29,arr_22820,22050,71960
29,arr_22821,22050,73819
29,arr_22822,22050,80850
29,arr_22823,22050,59400
29,arr_22824,22050,117504
29,arr_22825,22050,98849
29,arr_22826,22050,92660
29,arr_22827,22050,57231
29,arr_22828,22050,66724
29,arr_22829,22050,115079
29,arr_22830,22050,68139
29,arr_22831,22050,149574
29,arr_22832,22050,77384
29,arr_22833,22050,129650
29,arr_22834,22050,72560
29,arr_22835,22050,80460
29,arr_22836,22050,72468
29,arr_22837,22050,90406
29,arr_22838,22050,135053
29,arr_22839,22050,138227
29,arr_22840,22050,107303
29,arr_22841,22050,61849
29,arr_22842,22050,124603
29,arr_22843,22050,112348
29,arr_22844,22050,94115
29,arr_22845,22050,84496
29,arr_22846,22050,73830
29,arr_22847,22050,74080
29,arr_22848,22050,65656
29,arr_22849,22050,72942
29,arr_22850,22050,93831
29,arr_22851,22050,99880
29,arr_22852,22050,69053
29,arr_22853,22050,92660
29,arr_22854,22050,65751
29,arr_22855,22050,74776
29,arr_22856,22050,89597
29,arr_22857,22050,65297
29,arr_22858,22050,94115
29,arr_22859,22050,84378
29,arr_22860,22050,108514
29,arr_22861,22050,148347
29,arr_22862,22050,88623
29,arr_22863,22050,68139
29,arr_22864,22050,77973
29,arr_22865,22050,60220
29,arr_22866,22050,225630
29,arr_22867,22050,122152
29,arr_22868,22050,63557
29,arr_22869,22050,118232
29,arr_22870,22050,77973
29,arr_22871,22050,89597
29,arr_22872,22050,157717
29,arr_22873,22050,104018
29,arr_22874,22050,65656
29,arr_22875,22050,111880
29,arr_22876,22050,73401
29,arr_22877,22050,97280
29,arr_22878,22050,68460
29,arr_22879,22050,68498
29,arr_22880,22050,62330
29,arr_22881,22050,85710
29,arr_22882,22050,64027
29,arr_22883,22050,115072
29,arr_22884,22050,65445
29,arr_22885,22050,77267
29,arr_22886,22050,99505
29,arr_22887,22050,67052
29,arr_22888,22050,71734
29,arr_22889,22050,118361
29,arr_22890,22050,111964
29,arr_22891,22050,99505
29,arr_22892,22050,99599
29,arr_22893,22050,71101
29,arr_22894,22050,96239
29,arr_22895,22050,84278
29,arr_22896,22050,81863
29,arr_22897,22050,112314
29,arr_22898,22050,118056
29,arr_22899,22050,72782
29,arr_22900,22050,95394
29,arr_22901,22050,112731
29,arr_22902,22050,118262
29,arr_22903,22050,68808
29,arr_22904,22050,72880
29,arr_22905,22050,71738
29,arr_22906,22050,77322
29,arr_22907,22050,74730
29,arr_22908,22050,94398
29,arr_22909,22050,64943
29,arr_22910,22050,72828
29,arr_22911,22050,115040
29,arr_22912,22050,65722
29,arr_22913,22050,72483
29,arr_22914,22050,71407
29,arr_22915,22050,108514
29,arr_22916,22050,61871
29,arr_22917,22050,65159
29,arr_22918,22050,62102
29,arr_22919,22050,60453
29,arr_22920,22050,74780
29,arr_22921,22050,78563
29,arr_22922,22050,61862
29,arr_22923,22050,101666
29,arr_22924,22050,109680
29,arr_22925,22050,167718
29,arr_22926,22050,92595
29,arr_22927,22050,70382
29,arr_22928,22050,105020
29,arr_22929,22050,65445
29,arr_22930,22050,132332
29,arr_22931,22050,105207
29,arr_22932,22050,69032
29,arr_22933,22050,72942
29,arr_22934,22050,101888
29,arr_22935,22050,138227
29,arr_22936,22050,118361
29,arr_22937,22050,113778
29,arr_22938,22050,64239
29,arr_22939,22050,112476
29,arr_22940,22050,88593
29,arr_22941,22050,43070
29,arr_22942,22050,122152
29,arr_22943,22050,87038
29,arr_22944,22050,84496
29,arr_22945,22050,71572
29,arr_22946,22050,124603
29,arr_22947,22050,97785
29,arr_22948,22050,63750
29,arr_22949,22050,72560
29,arr_22950,22050,88152
29,arr_22951,22050,76485
29,arr_22952,22050,149574
29,arr_22953,22050,68808
29,arr_22954,22050,96098
29,arr_22955,22050,101477
29,arr_22956,22050,58239
29,arr_22957,22050,63750
29,arr_22958,22050,93193
29,arr_22959,22050,74215
29,arr_22960,22050,71667
29,arr_22961,22050,94727
29,arr_22962,22050,65159
29,arr_22963,22050,55979
29,arr_22964,22050,104018
29,arr_22965,22050,112476
29,arr_22966,22050,71302
29,arr_22967,22050,171798
29,arr_22968,22050,107734
29,arr_22969,22050,85710
29,arr_22970,22050,70082
29,arr_22971,22050,78539
29,arr_22972,22050,144292
29,arr_22973,22050,76578
29,arr_22974,22050,72803
29,arr_22975,22050,55273
29,arr_22976,22050,119052
29,arr_22977,22050,122577
29,arr_22978,22050,92763
29,arr_22979,22050,77006
29,arr_22980,22050,93599
29,arr_22981,22050,65353
29,arr_22982,22050,92667
29,arr_22983,22050,126188
29,arr_22984,22050,73533
29,arr_22985,22050,99599
29,arr_22986,22050,84278
29,arr_22987,22050,60075
29,arr_22988,22050,98572
29,arr_22989,22050,107303
29,arr_22990,22050,69646
29,arr_22991,22050,58891
29,arr_22992,22050,96770
29,arr_22993,22050,77267
29,arr_22994,22050,162399
29,arr_22995,22050,91721
29,arr_22996,22050,91604
29,arr_22997,22050,105244
29,arr_22998,22050,93599
29,arr_22999,22050,64702
29,arr_23000,22050,68498
29,arr_23001,22050,54977
29,arr_23002,22050,100297
29,arr_23003,22050,78805
29,arr_23004,22050,112731
29,arr_23005,22050,107263
29,arr_23006,22050,66564
29,arr_23007,22050,162399
29,arr_23008,22050,75549
29,arr_23009,22050,71420
29,arr_23010,22050,90690
29,arr_23011,22050,76016
29,arr_23012,22050,72803
29,arr_23013,22050,67298
29,arr_23014,22050,85143
29,arr_23015,22050,119915
29,arr_23016,22050,77161
29,arr_23017,22050,115424
29,arr_23018,22050,66564
29,arr_23019,22050,73531
29,arr_23020,22050,108812
29,arr_23021,22050,90690
29,arr_23022,22050,102724
29,arr_23023,22050,68656
29,arr_23024,22050,81045
29,arr_23025,22050,61028
29,arr_23026,22050,53087
29,arr_23027,22050,68234
29,arr_23028,22050,79615
29,arr_23029,22050,76653
29,arr_23030,22050,95548
29,arr_23031,22050,67532
29,arr_23032,22050,85566
29,arr_23033,22050,80850
29,arr_23034,22050,68656
29,arr_23035,22050,85400
29,arr_23036,22050,93464
29,arr_23037,22050,104730
29,arr_23038,22050,71084
29,arr_23039,22050,94843
29,arr_23040,22050,84516
29,arr_23041,22050,110595
29,arr_23042,22050,93594
29,arr_23043,22050,77384
29,arr_23044,22050,67550
29,arr_23045,22050,47270
29,arr_23046,22050,71572
29,arr_23047,22050,110838
29,arr_23048,22050,57012
29,arr_23049,22050,102302
29,arr_23050,22050,97226
29,arr_23051,22050,103412
29,arr_23052,22050,70514
29,arr_23053,22050,142196
29,arr_23054,22050,77383
29,arr_23055,22050,92746
29,arr_23056,22050,101477
29,arr_23057,22050,157717
29,arr_23058,22050,61528
29,arr_23059,22050,89737
29,arr_23060,22050,132332
29,arr_23061,22050,94349
29,arr_23062,22050,58046
29,arr_23063,22050,89324
29,arr_23064,22050,107689
29,arr_23065,22050,74195
29,arr_23066,22050,85646
29,arr_23067,22050,67550
29,arr_23068,22050,118056
29,arr_23069,22050,85468
29,arr_23070,22050,71101
29,arr_23071,22050,171798
29,arr_23072,22050,160260
29,arr_23073,22050,87045
29,arr_23074,22050,71878
29,arr_23075,22050,100297
29,arr_23076,22050,89725
29,arr_23077,22050,118262
29,arr_23078,22050,75776
29,arr_23079,22050,126360
29,arr_23080,22050,101888
29,arr_23081,22050,86514
29,arr_23082,22050,63348
29,arr_23083,22050,115079
29,arr_23084,22050,80460
29,arr_23085,22050,77322
29,arr_23086,22050,78665
29,arr_23087,22050,72984
29,arr_23088,22050,62835
29,arr_23089,22050,67128
29,arr_23090,22050,79118
29,arr_23091,22050,101666
29,arr_23092,22050,78805
29,arr_23093,22050,81045
29,arr_23094,22050,117504
29,arr_23095,22050,70514
29,arr_23096,22050,60094
29,arr_23097,22050,73958
29,arr_23098,22050,58219
29,arr_23099,22050,77006
29,arr_23100,22050,114168
29,arr_23101,22050,111964
29,arr_23102,22050,85566
29,arr_23103,22050,76485
29,arr_23104,22050,78629
29,arr_23105,22050,225630
29,arr_23106,22050,71407
29,arr_23107,22050,169439
29,arr_23108,22050,82241
29,arr_23109,22050,115040
29,arr_23110,22050,86495
29,arr_23111,22050,125480
29,arr_23112,22050,76837
29,arr_23113,22050,79792
29,arr_23114,22050,72635
29,arr_23115,22050,71420
29,arr_23116,22050,117648
29,arr_23117,22050,103656
29,arr_23118,22050,76016
29,arr_23119,22050,103653
29,arr_23120,22050,64855
29,arr_23121,22050,94398
29,arr_23122,22050,85468
29,arr_23123,22050,84378
29,arr_23124,22050,160260
29,arr_23125,22050,74080
29,arr_23126,22050,86979
29,arr_23127,22050,70533
29,arr_23128,22050,89737
29,arr_23129,22050,75776
29,arr_23130,22050,59400
29,arr_23131,22050,43070
29,arr_23132,22050,99956
29,arr_23133,22050,75338
29,arr_23134,22050,83404
29,arr_23135,22050,81718
29,arr_23136,22050,77383
29,arr_23137,22050,86514
29,arr_23138,22050,105020
29,arr_23139,22050,109001
29,arr_23140,22050,102254
29,arr_23141,22050,86979
29,arr_23142,22050,54625
29,arr_23143,22050,70048
29,arr_23144,22050,44471
29,arr_23145,22050,55429
29,arr_23146,22050,55429
29,arr_23147,22050,125480
29,arr_23148,22050,64855
29,arr_23149,22050,75338
29,arr_23150,22050,72468
29,arr_23151,22050,105244
29,arr_23152,22050,141407
29,arr_23153,22050,117827
29,arr_23154,22050,72880
29,arr_23155,22050,107914
29,arr_23156,22050,96387
29,arr_23157,22050,92763
29,arr_23158,22050,54977
29,arr_23159,22050,85400
29,arr_23160,22050,119915
29,arr_23161,22050,89725
29,arr_23162,22050,61990
29,arr_23163,22050,102302
29,arr_23164,22050,96387
29,arr_23165,22050,85646
29,arr_23166,22050,118463
29,arr_23167,22050,85143
29,arr_23168,22050,87045
29,arr_23169,22050,115072
29,arr_23170,22050,88152
29,arr_23171,22050,61028
29,arr_23172,22050,107263
29,arr_23173,22050,86227
29,arr_23174,22050,107222
29,arr_23175,22050,119064
29,arr_23176,22050,91604
29,arr_23177,22050,96770
29,arr_23178,22050,76016
29,arr_23179,22050,74776
29,arr_23180,22050,85332
29,arr_23181,22050,111880
29,arr_23182,22050,50467
29,arr_23183,22050,98572
29,arr_23184,22050,109780
29,arr_23185,22050,107689
29,arr_23186,22050,82717
29,arr_23187,22050,83404
29,arr_23188,22050,77161
29,arr_23189,22050,98277
29,arr_23190,22050,74730
29,arr_23191,22050,72984
29,arr_23192,22050,68827
29,arr_23193,22050,61407
29,arr_23194,22050,60075
29,arr_23195,22050,78629
29,arr_23196,22050,106055
29,arr_23197,22050,144292
29,arr_23198,22050,95699
29,arr_23199,22050,122577
29,arr_23200,22050,65297
29,arr_23201,22050,81146
29,arr_23202,22050,67017
29,arr_23203,22050,68460
29,arr_23204,22050,107578
29,arr_23205,22050,61528
29,arr_23206,22050,54625
29,arr_23207,22050,60220
29,arr_23208,22050,77219
29,arr_23209,22050,107812
29,arr_23210,22050,95699
29,arr_23211,22050,79615
29,arr_23212,22050,85332
29,arr_23213,22050,117648
29,arr_23214,22050,67052
29,arr_23215,22050,67532
29,arr_23216,22050,65903
29,arr_23217,22050,66185
29,arr_23218,22050,68234
29,arr_23219,22050,56943
29,arr_23220,22050,69053
29,arr_23221,22050,65751
29,arr_23222,22050,67128
29,arr_23223,22050,82188
29,arr_23224,22050,92667
29,arr_23225,22050,73531
29,arr_23226,22050,116429
29,arr_23227,22050,97785
29,arr_23228,22050,63348
29,arr_23229,22050,73533
29,arr_23230,22050,58219
29,arr_23231,22050,97226
29,arr_23232,22050,92595
29,arr_23233,22050,119052
29,arr_23234,22050,107734
29,arr_23235,22050,71878
29,arr_23236,22050,140194
29,arr_23237,22050,125911
29,arr_23238,22050,65903
29,arr_23239,22050,73738
29,arr_23240,22050,96098
29,arr_23241,22050,60094
29,arr_23242,22050,71302
29,arr_23243,22050,70533
29,arr_23244,22050,117866
29,arr_23245,22050,96749
29,arr_23246,22050,89324
29,arr_23247,22050,117827
29,arr_23248,22050,99956
29,arr_23249,22050,78539
29,arr_23250,22050,44471
29,arr_23251,22050,97142
29,arr_23252,22050,61871
29,arr_23253,22050,96946
29,arr_23254,22050,170163
29,arr_23255,22050,71738
29,arr_23256,22050,61407
29,arr_23257,22050,94850
29,arr_23258,22050,88291
29,arr_23259,22050,73342
29,arr_23260,22050,100324
29,arr_23261,22050,113778
29,arr_23262,22050,273860
29,arr_23263,22050,88623
29,arr_23264,22050,115424
29,arr_23265,22050,116429
29,arr_23266,22050,73342
29,arr_23267,22050,62835
29,arr_23268,22050,78905
29,arr_23269,22050,105911
29,arr_23270,22050,59809
29,arr_23271,22050,125604
29,arr_23272,22050,75853
29,arr_23273,22050,75853
29,arr_23274,22050,58046
29,arr_23275,22050,73738
29,arr_23276,22050,59809
29,arr_23277,22050,74922
29,arr_23278,22050,78905
29,arr_23279,22050,100324
